action_id,disruption_id,action_type,supplier_id,component_id,factory_id,route_id,source_location,destination_location,available_capacity,action_cost,time_saved_days,risk_score,implementation_time,success_probability,feasible
A025144,D016763,Increase_Production,,,F011,,,,2070,129011.61,4,0.05,7,0.95,True
A025145,D016763,Reschedule_Production,,,F011,,,,1636,17201.55,4,0.05,7,0.95,False
A025146,D016764,Expedite_Shipment,,,F011,R0044,S022,F011,10000,404.19,2,0.05,3,0.95,True
A025147,D016765,Switch_Supplier,S021,C021,F012,,S021,F012,10000,24280.0,0,0.1103,21,0.8897,False
A025148,D016765,Use_Backup_Inventory,,C492,F012,R0836,W018,W019,10000,694.02,8,0.05,1,0.95,True
A025149,D016766,Reallocate_Inventory,,C450,F012,R0980,W005,W001,10000,914.69,3,0.05,1,0.95,True
A025150,D016767,Increase_Production,,,F012,,,,4448,79620.38,2,0.05,3,0.95,True
A025151,D016767,Reschedule_Production,,,F012,,,,6649,10616.05,2,0.05,3,0.95,True
A025152,D016768,Expedite_Shipment,,,F012,R0027,S014,F012,10000,66.12,3,0.05,3,0.95,True
A025153,D016769,Switch_Supplier,S008,C008,F013,,S008,F013,10000,12109.7,2,0.1276,9,0.8724,True
A025154,D016769,Use_Backup_Inventory,,C337,F013,R0822,W011,W012,10000,1198.2,10,0.05,1,0.95,True
A025155,D016770,Reallocate_Inventory,,C417,F013,R0854,W027,W028,8744,1013.15,10,0.05,1,0.95,True
A025156,D016771,Increase_Production,,,F013,,,,740,51316.35,4,0.05,8,0.95,False
A025157,D016771,Reschedule_Production,,,F013,,,,663,6842.18,4,0.05,8,0.95,False
A025158,D016772,Expedite_Shipment,,,F013,R0096,S048,F013,10000,387.28,1,0.05,2,0.95,True
A025159,D016773,Switch_Supplier,S049,C049,F014,,S049,F014,10000,24543.6,0,0.0302,16,0.9698,False
A025160,D016773,Use_Backup_Inventory,,C227,F014,R0839,W020,W021,10000,107.27,4,0.05,1,0.95,True
A025161,D016774,Reallocate_Inventory,,C427,F014,R0820,W010,W011,5793,844.97,11,0.05,1,0.95,True
A025162,D016775,Increase_Production,,,F014,,,,1291,149740.79,5,0.05,9,0.95,False
A025163,D016775,Reschedule_Production,,,F014,,,,1280,19965.44,5,0.05,9,0.95,False
A025164,D016776,Expedite_Shipment,,,F014,R0091,S046,F014,10000,285.14,2,0.05,3,0.95,True
A025165,D016777,Switch_Supplier,S004,C004,F015,,S004,F015,10000,6641.1,0,0.0608,27,0.9392,False
A025166,D016777,Use_Backup_Inventory,,C198,F015,R0874,W019,W023,10000,436.94,5,0.05,1,0.95,True
A025167,D016778,Reallocate_Inventory,,C198,F015,R0845,W023,W024,10000,2048.83,6,0.05,4,0.95,True
A025168,D016779,Increase_Production,,,F015,,,,4725,88650.6,4,0.05,7,0.95,True
A025169,D016779,Reschedule_Production,,,F015,,,,3209,11820.08,4,0.05,7,0.95,True
A025170,D016780,Expedite_Shipment,,,F015,R0049,S025,F015,10000,76.24,3,0.05,4,0.95,True
A025171,D016781,Switch_Supplier,S004,C004,F016,,S004,F016,10000,13298.65,0,0.0608,27,0.9392,False
A025172,D016781,Use_Backup_Inventory,,C075,F016,R0833,W017,W018,4788,1455.2,3,0.05,4,0.95,False
A025173,D016782,Reallocate_Inventory,,C129,F016,R0920,W013,W009,7533,349.93,9,0.05,1,0.95,True
A025174,D016783,Increase_Production,,,F016,,,,2440,161624.1,2,0.05,3,0.95,False
A025175,D016783,Reschedule_Production,,,F016,,,,6402,21549.88,2,0.05,3,0.95,True
A025176,D016784,Expedite_Shipment,,,F016,R0002,S001,F016,10000,352.89,3,0.05,3,0.95,True
A025177,D016785,Switch_Supplier,S076,C076,F017,,S076,F017,10000,56056.0,1,0.1525,5,0.8475,True
A025178,D016785,Use_Backup_Inventory,,C171,F017,R0848,W024,W025,9738,1218.78,5,0.05,1,0.95,True
A025179,D016786,Reallocate_Inventory,,C111,F017,R0848,W024,W025,10000,69.53,5,0.05,1,0.95,True
A025180,D016787,Increase_Production,,,F017,,,,1638,16788.9,2,0.05,4,0.95,True
A025181,D016787,Reschedule_Production,,,F017,,,,5279,2238.52,2,0.05,4,0.95,True
A025182,D016788,Expedite_Shipment,,,F017,R0179,S090,F017,10000,450.54,5,0.05,6,0.95,True
A025183,D016789,Switch_Supplier,S009,C009,F018,,S009,F018,10000,6601.0,0,0.1422,24,0.8578,False
A025184,D016789,Use_Backup_Inventory,,C079,F018,R0850,W025,W026,10000,407.24,8,0.05,1,0.95,True
A025185,D016790,Reallocate_Inventory,,C138,F018,R0850,W025,W026,10000,554.27,8,0.05,1,0.95,True
A025186,D016791,Increase_Production,,,F018,,,,373,419853.74,1,0.05,2,0.95,False
A025187,D016791,Reschedule_Production,,,F018,,,,1631,55980.5,1,0.05,2,0.95,False
A025188,D016792,Expedite_Shipment,,,F018,R0095,S048,F018,10000,51.55,1,0.05,1,0.95,True
A025189,D016793,Switch_Supplier,S001,C001,F019,,S001,F019,10000,498.0,0,0.2032,18,0.7968,False
A025190,D016793,Use_Backup_Inventory,,C132,F019,R0958,W012,W014,10000,307.72,5,0.05,1,0.95,True
A025191,D016794,Reallocate_Inventory,,C464,F019,R0828,W014,W015,10000,1699.22,6,0.05,1,0.95,True
A025192,D016795,Increase_Production,,,F019,,,,720,52476.77,4,0.05,7,0.95,False
A025193,D016795,Reschedule_Production,,,F019,,,,1833,6996.9,4,0.05,7,0.95,True
A025194,D016796,Expedite_Shipment,,,F019,R0057,S029,F019,10000,42.92,4,0.05,4,0.95,True
A025195,D016797,Switch_Supplier,S018,C018,F020,,S018,F020,10000,60921.95,0,0.0862,16,0.9138,False
A025196,D016797,Use_Backup_Inventory,,C439,F020,R0849,W025,W026,2320,812.86,6,0.05,2,0.95,False
A025197,D016798,Reallocate_Inventory,,C397,F020,R0948,W008,W015,10000,1058.34,5,0.05,1,0.95,True
A025198,D016799,Increase_Production,,,F020,,,,1152,9396.45,4,0.05,7,0.95,True
A025199,D016799,Reschedule_Production,,,F020,,,,1985,1252.86,4,0.05,7,0.95,True
A025200,D016800,Expedite_Shipment,,,F020,R0187,S094,F020,10000,153.62,4,0.05,5,0.95,True
A025201,D016801,Switch_Supplier,S005,C005,F001,,S005,F001,10000,4468.8,6,0.219,3,0.781,True
A025202,D016801,Use_Backup_Inventory,,C216,F001,R0896,W006,W013,10000,914.19,8,0.05,1,0.95,True
A025203,D016802,Reallocate_Inventory,,C489,F001,R0828,W014,W015,3627,559.26,6,0.05,1,0.95,True
A025204,D016803,Increase_Production,,,F001,,,,564,231414.48,2,0.05,4,0.95,False
A025205,D016803,Reschedule_Production,,,F001,,,,973,30855.26,2,0.05,4,0.95,False
A025206,D016804,Expedite_Shipment,,,F001,R0166,S083,F001,10000,1099.81,4,0.05,5,0.95,True
A025207,D016805,Switch_Supplier,S008,C008,F002,,S008,F002,10000,5818.3,4,0.1276,9,0.8724,True
A025208,D016805,Use_Backup_Inventory,,C066,F002,R0895,W006,W013,9982,324.74,10,0.05,3,0.95,True
A025209,D016806,Reallocate_Inventory,,C117,F002,R0807,W004,W005,8350,184.52,12,0.05,2,0.95,True
A025210,D016807,Increase_Production,,,F002,,,,2000,42285.54,4,0.05,7,0.95,False
A025211,D016807,Reschedule_Production,,,F002,,,,1953,5638.07,4,0.05,7,0.95,False
A025212,D016808,Expedite_Shipment,,,F002,R0001,S001,F002,10000,225.6,1,0.05,1,0.95,True
A025213,D016809,Switch_Supplier,S005,C005,F003,,S005,F003,10000,2450.0,6,0.219,3,0.781,True
A025214,D016809,Use_Backup_Inventory,,C067,F003,R0999,W012,W008,10000,120.66,8,0.05,1,0.95,True
A025215,D016810,Reallocate_Inventory,,C356,F003,R0803,W002,W003,10000,239.68,0,0.05,3,0.95,False
A025216,D016811,Increase_Production,,,F003,,,,2822,11865.48,2,0.05,5,0.95,True
A025217,D016811,Reschedule_Production,,,F003,,,,5361,1582.06,2,0.05,5,0.95,True
A025218,D016812,Expedite_Shipment,,,F003,R0061,S031,F003,10000,641.61,3,0.05,3,0.95,True
A025219,D016813,Switch_Supplier,S016,C016,F004,,S016,F004,10000,5859.0,0,0.3293,23,0.6707,False
A025220,D016813,Use_Backup_Inventory,,C347,F004,R0837,W019,W020,10000,277.21,0,0.05,4,0.95,False
A025221,D016814,Reallocate_Inventory,,C147,F004,R0855,W028,W029,10000,216.13,12,0.05,2,0.95,True
A025222,D016815,Increase_Production,,,F004,,,,1339,33276.78,2,0.05,5,0.95,False
A025223,D016815,Reschedule_Production,,,F004,,,,5504,4436.9,2,0.05,5,0.95,True
A025224,D016816,Expedite_Shipment,,,F004,R0040,S020,F004,10000,73.2,4,0.05,4,0.95,True
A025225,D016817,Switch_Supplier,S002,C002,F005,,S002,F005,10000,1418.1,0,0.0535,18,0.9465,False
A025226,D016817,Use_Backup_Inventory,,C357,F005,R0801,W001,W002,10000,193.5,12,0.05,2,0.95,True
A025227,D016818,Reallocate_Inventory,,C257,F005,R0838,W019,W020,6933,6189.27,12,0.05,1,0.95,False
A025228,D016819,Increase_Production,,,F005,,,,1596,11224.32,3,0.05,5,0.95,True
A025229,D016819,Reschedule_Production,,,F005,,,,7252,1496.58,3,0.05,5,0.95,True
A025230,D016820,Expedite_Shipment,,,F005,R0135,S068,F005,10000,129.08,6,0.05,7,0.95,True
A025231,D016821,Switch_Supplier,S027,C027,F006,,S027,F006,10000,28422.6,0,0.0282,24,0.9718,False
A025232,D016821,Use_Backup_Inventory,,C102,F006,R0824,W012,W013,10000,1222.75,11,0.05,1,0.95,True
A025233,D016822,Reallocate_Inventory,,C091,F006,R0803,W002,W003,10000,683.78,1,0.05,3,0.95,True
A025234,D016823,Increase_Production,,,F006,,,,997,78830.45,2,0.05,3,0.95,False
A025235,D016823,Reschedule_Production,,,F006,,,,1550,10510.73,2,0.05,3,0.95,False
A025236,D016824,Expedite_Shipment,,,F006,R0003,S002,F006,10000,140.47,2,0.05,3,0.95,True
A025237,D016825,Switch_Supplier,S007,C007,F007,,S007,F007,10000,8077.1,0,0.137,17,0.863,False
A025238,D016825,Use_Backup_Inventory,,C427,F007,R0910,W008,W011,5426,1278.05,1,0.05,1,0.95,True
A025239,D016826,Reallocate_Inventory,,C310,F007,R0830,W015,W016,10000,1892.96,8,0.05,1,0.95,True
A025240,D016827,Increase_Production,,,F007,,,,3108,51056.4,4,0.05,7,0.95,True
A025241,D016827,Reschedule_Production,,,F007,,,,3061,6807.52,4,0.05,7,0.95,True
A025242,D016828,Expedite_Shipment,,,F007,R0181,S091,F007,10000,172.35,1,0.05,2,0.95,True
A025243,D016829,Switch_Supplier,S001,C001,F008,,S001,F008,10000,2795.0,0,0.2032,18,0.7968,False
A025244,D016829,Use_Backup_Inventory,,C095,F008,R0881,W005,W012,10000,385.34,8,0.05,2,0.95,True
A025245,D016830,Reallocate_Inventory,,C395,F008,R0816,W008,W009,5803,2118.99,13,0.05,1,0.95,False
A025246,D016831,Increase_Production,,,F008,,,,1764,118918.11,0,0.05,2,0.95,False
A025247,D016831,Reschedule_Production,,,F008,,,,4153,15855.75,0,0.05,2,0.95,False
A025248,D016832,Expedite_Shipment,,,F008,R0155,S078,F008,10000,94.53,1,0.05,2,0.95,True
A025249,D016833,Switch_Supplier,S005,C005,F009,,S005,F009,10000,3581.2,1,0.219,3,0.781,True
A025250,D016833,Use_Backup_Inventory,,C023,F009,R0987,W023,W030,3133,449.55,0,0.05,5,0.95,False
A025251,D016834,Reallocate_Inventory,,C037,F009,R0821,W011,W012,10000,834.53,1,0.05,2,0.95,True
A025252,D016835,Increase_Production,,,F009,,,,2040,61067.04,2,0.05,4,0.95,False
A025253,D016835,Reschedule_Production,,,F009,,,,1429,8142.27,2,0.05,4,0.95,False
A025254,D016836,Expedite_Shipment,,,F009,R0165,S083,F009,10000,131.57,1,0.05,1,0.95,True
A025255,D016837,Switch_Supplier,S045,C045,F010,,S045,F010,10000,16452.8,5,0.1807,5,0.8193,True
A025256,D016837,Use_Backup_Inventory,,C444,F010,R0965,W025,W030,4285,149.78,8,0.05,2,0.95,True
A025257,D016838,Reallocate_Inventory,,C143,F010,R0848,W024,W025,10000,552.91,13,0.05,1,0.95,True
A025258,D016839,Increase_Production,,,F010,,,,576,63460.8,1,0.05,3,0.95,False
A025259,D016839,Reschedule_Production,,,F010,,,,545,8461.44,1,0.05,3,0.95,False
A025260,D016840,Expedite_Shipment,,,F010,R0130,S065,F010,10000,468.81,3,0.05,3,0.95,True
A025261,D016841,Switch_Supplier,S022,C022,F011,,S022,F011,10000,16949.9,0,0.2281,16,0.7719,False
A025262,D016841,Use_Backup_Inventory,,C445,F011,R0856,W028,W029,10000,479.38,4,0.05,1,0.95,True
A025263,D016842,Reallocate_Inventory,,C421,F011,R0868,W003,W002,9534,129.12,9,0.05,1,0.95,True
A025264,D016843,Increase_Production,,,F011,,,,2070,342471.78,4,0.05,6,0.95,False
A025265,D016843,Reschedule_Production,,,F011,,,,1636,45662.9,4,0.05,6,0.95,False
A025266,D016844,Expedite_Shipment,,,F011,R0005,S003,F011,10000,237.35,4,0.05,5,0.95,True
A025267,D016845,Switch_Supplier,S001,C001,F012,,S001,F012,10000,2099.0,0,0.2032,18,0.7968,False
A025268,D016845,Use_Backup_Inventory,,C207,F012,R0868,W003,W002,10000,1152.01,4,0.05,1,0.95,True
A025269,D016846,Reallocate_Inventory,,C468,F012,R0840,W020,W021,4646,206.18,4,0.05,1,0.95,True
A025270,D016847,Increase_Production,,,F012,,,,4448,12422.1,2,0.05,5,0.95,True
A025271,D016847,Reschedule_Production,,,F012,,,,6649,1656.28,2,0.05,5,0.95,True
A025272,D016848,Expedite_Shipment,,,F012,R0013,S007,F012,10000,83.34,7,0.05,7,0.95,True
A025273,D016849,Switch_Supplier,S010,C010,F013,,S010,F013,10000,22310.9,0,0.1074,17,0.8926,False
A025274,D016849,Use_Backup_Inventory,,C347,F013,R0833,W017,W018,10000,1152.15,4,0.05,4,0.95,True
A025275,D016850,Reallocate_Inventory,,C155,F013,R0881,W005,W012,10000,501.37,9,0.05,2,0.95,True
A025276,D016851,Increase_Production,,,F013,,,,740,17772.18,3,0.05,5,0.95,True
A025277,D016851,Reschedule_Production,,,F013,,,,663,2369.62,3,0.05,5,0.95,True
A025278,D016852,Expedite_Shipment,,,F013,R0110,S055,F013,10000,407.91,4,0.05,4,0.95,True
A025279,D016853,Switch_Supplier,S009,C009,F014,,S009,F014,10000,9871.6,0,0.1422,24,0.8578,False
A025280,D016853,Use_Backup_Inventory,,C246,F014,R0818,W009,W010,10000,1749.01,6,0.05,1,0.95,True
A025281,D016854,Reallocate_Inventory,,C346,F014,R0874,W019,W023,5897,467.39,5,0.05,1,0.95,True
A025282,D016855,Increase_Production,,,F014,,,,1291,25405.79,1,0.05,2,0.95,True
A025283,D016855,Reschedule_Production,,,F014,,,,1280,3387.44,1,0.05,2,0.95,True
A025284,D016856,Expedite_Shipment,,,F014,R0046,S023,F014,10000,264.88,4,0.05,5,0.95,True
A025285,D016857,Switch_Supplier,S021,C021,F015,,S021,F015,10000,5680.0,0,0.1103,21,0.8897,False
A025286,D016857,Use_Backup_Inventory,,C135,F015,R0841,W021,W022,10000,131.43,6,0.05,2,0.95,True
A025287,D016858,Reallocate_Inventory,,C435,F015,R0839,W020,W021,10000,52.16,7,0.05,1,0.95,True
A025288,D016859,Increase_Production,,,F015,,,,4725,86122.19,4,0.05,8,0.95,True
A025289,D016859,Reschedule_Production,,,F015,,,,3209,11482.96,4,0.05,8,0.95,True
A025290,D016860,Expedite_Shipment,,,F015,R0097,S049,F015,10000,377.87,2,0.05,2,0.95,True
A025291,D016861,Switch_Supplier,S012,C012,F016,,S012,F016,10000,34343.4,9,0.2628,5,0.7372,True
A025292,D016861,Use_Backup_Inventory,,C129,F016,R0920,W013,W009,7533,862.05,13,0.05,1,0.95,True
A025293,D016862,Reallocate_Inventory,,C386,F016,R0859,W030,W001,10000,51.98,2,0.05,1,0.95,True
A025294,D016863,Increase_Production,,,F016,,,,2440,25974.3,2,0.05,3,0.95,True
A025295,D016863,Reschedule_Production,,,F016,,,,6402,3463.24,2,0.05,3,0.95,True
A025296,D016864,Expedite_Shipment,,,F016,R0065,S033,F016,10000,270.5,2,0.05,2,0.95,True
A025297,D016865,Switch_Supplier,S018,C018,F017,,S018,F017,10000,16339.85,0,0.0862,16,0.9138,False
A025298,D016865,Use_Backup_Inventory,,C411,F017,R0855,W028,W029,10000,251.52,8,0.05,2,0.95,True
A025299,D016866,Reallocate_Inventory,,C213,F017,R0812,W006,W007,10000,2326.31,11,0.05,1,0.95,True
A025300,D016867,Increase_Production,,,F017,,,,1638,12949.8,4,0.05,8,0.95,True
A025301,D016867,Reschedule_Production,,,F017,,,,5279,1726.64,4,0.05,8,0.95,True
A025302,D016868,Expedite_Shipment,,,F017,R0036,S018,F017,10000,691.1,1,0.05,1,0.95,True
A025303,D016869,Switch_Supplier,S002,C002,F018,,S002,F018,10000,6442.35,0,0.0535,18,0.9465,False
A025304,D016869,Use_Backup_Inventory,,C309,F018,R0830,W015,W016,10000,1165.86,1,0.05,1,0.95,True
A025305,D016870,Reallocate_Inventory,,C148,F018,R0805,W003,W004,3793,350.63,3,0.05,4,0.95,True
A025306,D016871,Increase_Production,,,F018,,,,373,7289.73,4,0.05,6,0.95,True
A025307,D016871,Reschedule_Production,,,F018,,,,1631,971.96,4,0.05,6,0.95,True
A025308,D016872,Expedite_Shipment,,,F018,R0066,S033,F018,10000,105.75,6,0.05,6,0.95,True
A025309,D016873,Switch_Supplier,S001,C001,F019,,S001,F019,10000,452.0,0,0.2032,18,0.7968,False
A025310,D016873,Use_Backup_Inventory,,C132,F019,R0830,W015,W016,10000,159.33,9,0.05,1,0.95,True
A025311,D016874,Reallocate_Inventory,,C140,F019,R0840,W020,W021,10000,408.8,11,0.05,1,0.95,True
A025312,D016875,Increase_Production,,,F019,,,,720,11198.22,2,0.05,5,0.95,True
A025313,D016875,Reschedule_Production,,,F019,,,,1833,1493.1,2,0.05,5,0.95,True
A025314,D016876,Expedite_Shipment,,,F019,R0127,S064,F019,10000,385.73,4,0.05,5,0.95,True
A025315,D016877,Switch_Supplier,S006,C006,F020,,S006,F020,10000,25346.75,3,0.0352,3,0.9648,True
A025316,D016877,Use_Backup_Inventory,,C371,F020,R0831,W016,W017,10000,1934.86,2,0.05,4,0.95,True
A025317,D016878,Reallocate_Inventory,,C294,F020,R0801,W001,W002,10000,486.0,4,0.05,2,0.95,True
A025318,D016879,Increase_Production,,,F020,,,,1152,79825.08,3,0.05,5,0.95,False
A025319,D016879,Reschedule_Production,,,F020,,,,1985,10643.34,3,0.05,5,0.95,True
A025320,D016880,Expedite_Shipment,,,F020,R0193,S097,F020,10000,92.41,4,0.05,5,0.95,True
A025321,D016881,Switch_Supplier,S005,C005,F001,,S005,F001,10000,16968.0,2,0.219,3,0.781,True
A025322,D016881,Use_Backup_Inventory,,C180,F001,R0810,W005,W006,10000,1573.67,4,0.05,1,0.95,True
A025323,D016882,Reallocate_Inventory,,C289,F001,R0960,W025,W024,10000,1210.58,3,0.05,1,0.95,True
A025324,D016883,Increase_Production,,,F001,,,,564,24429.0,1,0.05,3,0.95,True
A025325,D016883,Reschedule_Production,,,F001,,,,973,3257.2,1,0.05,3,0.95,True
A025326,D016884,Expedite_Shipment,,,F001,R0052,S026,F001,10000,50.8,7,0.05,7,0.95,True
A025327,D016885,Switch_Supplier,S022,C022,F002,,S022,F002,10000,27943.3,0,0.2281,16,0.7719,False
A025328,D016885,Use_Backup_Inventory,,C263,F002,R0848,W024,W025,9999,731.3,5,0.05,1,0.95,True
A025329,D016886,Reallocate_Inventory,,C089,F002,R0808,W004,W005,10000,1172.06,1,0.05,1,0.95,True
A025330,D016887,Increase_Production,,,F002,,,,2000,15759.32,2,0.05,5,0.95,True
A025331,D016887,Reschedule_Production,,,F002,,,,1953,2101.24,2,0.05,5,0.95,True
A025332,D016888,Expedite_Shipment,,,F002,R0063,S032,F002,10000,124.66,5,0.05,5,0.95,True
A025333,D016889,Switch_Supplier,S024,C024,F003,,S024,F003,10000,31382.75,4,0.1204,7,0.8796,True
A025334,D016889,Use_Backup_Inventory,,C215,F003,R0895,W006,W013,10000,584.8,8,0.05,3,0.95,True
A025335,D016890,Reallocate_Inventory,,C151,F003,R0980,W005,W001,9201,1199.89,10,0.05,1,0.95,True
A025336,D016891,Increase_Production,,,F003,,,,2822,202713.06,5,0.05,9,0.95,False
A025337,D016891,Reschedule_Production,,,F003,,,,5361,27028.41,5,0.05,9,0.95,True
A025338,D016892,Expedite_Shipment,,,F003,R0164,S082,F003,10000,681.15,3,0.05,4,0.95,True
A025339,D016893,Switch_Supplier,S003,C003,F004,,S003,F004,10000,2409.2,0,0.0135,12,0.9865,False
A025340,D016893,Use_Backup_Inventory,,C015,F004,R0834,W017,W018,5396,996.41,4,0.05,1,0.95,True
A025341,D016894,Reallocate_Inventory,,C018,F004,R0840,W020,W021,6904,518.23,7,0.05,1,0.95,True
A025342,D016895,Increase_Production,,,F004,,,,1339,12357.9,2,0.05,3,0.95,True
A025343,D016895,Reschedule_Production,,,F004,,,,5504,1647.72,2,0.05,3,0.95,True
A025344,D016896,Expedite_Shipment,,,F004,R0094,S047,F004,10000,569.63,6,0.05,6,0.95,True
A025345,D016897,Switch_Supplier,S029,C029,F005,,S029,F005,10000,5848.0,0,0.1237,17,0.8763,False
A025346,D016897,Use_Backup_Inventory,,C210,F005,R0805,W003,W004,10000,190.3,7,0.05,4,0.95,True
A025347,D016898,Reallocate_Inventory,,C046,F005,R0846,W023,W024,2963,1221.71,13,0.05,1,0.95,True
A025348,D016899,Increase_Production,,,F005,,,,1596,63857.28,4,0.05,8,0.95,False
A025349,D016899,Reschedule_Production,,,F005,,,,7252,8514.3,4,0.05,8,0.95,True
A025350,D016900,Expedite_Shipment,,,F005,R0092,S046,F005,10000,361.61,2,0.05,2,0.95,True
A025351,D016901,Switch_Supplier,S001,C001,F006,,S001,F006,10000,4500.0,0,0.2032,18,0.7968,False
A025352,D016901,Use_Backup_Inventory,,C293,F006,R0858,W029,W030,7381,3534.52,5,0.05,1,0.95,True
A025353,D016902,Reallocate_Inventory,,C107,F006,R0838,W019,W020,10000,1336.39,11,0.05,1,0.95,True
A025354,D016903,Increase_Production,,,F006,,,,997,187634.63,3,0.05,6,0.95,False
A025355,D016903,Reschedule_Production,,,F006,,,,1550,25017.95,3,0.05,6,0.95,False
A025356,D016904,Expedite_Shipment,,,F006,R0195,S098,F006,10000,293.94,1,0.05,1,0.95,True
A025357,D016905,Switch_Supplier,S076,C076,F007,,S076,F007,10000,18436.25,0,0.1525,5,0.8475,False
A025358,D016905,Use_Backup_Inventory,,C385,F007,R0850,W025,W026,10000,424.89,4,0.05,1,0.95,True
A025359,D016906,Reallocate_Inventory,,C485,F007,R0934,W013,W006,8727,1882.69,2,0.05,1,0.95,True
A025360,D016907,Increase_Production,,,F007,,,,3108,99592.5,5,0.05,8,0.95,True
A025361,D016907,Reschedule_Production,,,F007,,,,3061,13279.0,5,0.05,8,0.95,True
A025362,D016908,Expedite_Shipment,,,F007,R0181,S091,F007,10000,458.27,6,0.05,6,0.95,True
A025363,D016909,Switch_Supplier,S049,C049,F008,,S049,F008,10000,6441.0,0,0.0302,16,0.9698,False
A025364,D016909,Use_Backup_Inventory,,C395,F008,R0999,W012,W008,5490,60.07,11,0.05,1,0.95,True
A025365,D016910,Reallocate_Inventory,,C296,F008,R0868,W003,W002,10000,1292.98,1,0.05,1,0.95,True
A025366,D016911,Increase_Production,,,F008,,,,1764,20601.39,5,0.05,9,0.95,True
A025367,D016911,Reschedule_Production,,,F008,,,,4153,2746.85,5,0.05,9,0.95,True
A025368,D016912,Expedite_Shipment,,,F008,R0189,S095,F008,10000,335.4,1,0.05,1,0.95,True
A025369,D016913,Switch_Supplier,S027,C027,F009,,S027,F009,10000,11595.1,0,0.0282,24,0.9718,False
A025370,D016913,Use_Backup_Inventory,,C002,F009,R0815,W008,W009,7360,139.37,3,0.05,2,0.95,True
A025371,D016914,Reallocate_Inventory,,C353,F009,R0965,W025,W030,10000,407.91,3,0.05,2,0.95,True
A025372,D016915,Increase_Production,,,F009,,,,2040,34577.76,4,0.05,7,0.95,True
A025373,D016915,Reschedule_Production,,,F009,,,,1429,4610.37,4,0.05,7,0.95,False
A025374,D016916,Expedite_Shipment,,,F009,R0062,S031,F009,10000,93.46,1,0.05,2,0.95,True
A025375,D016917,Switch_Supplier,S017,C017,F010,,S017,F010,10000,3042.2,0,0.1408,12,0.8592,False
A025376,D016917,Use_Backup_Inventory,,C153,F010,R0811,W006,W007,2506,160.36,4,0.05,4,0.95,True
A025377,D016918,Reallocate_Inventory,,C465,F010,R0834,W017,W018,10000,153.26,3,0.05,1,0.95,True
A025378,D016919,Increase_Production,,,F010,,,,576,71545.95,0,0.05,2,0.95,False
A025379,D016919,Reschedule_Production,,,F010,,,,545,9539.46,0,0.05,2,0.95,False
A025380,D016920,Expedite_Shipment,,,F010,R0087,S044,F010,10000,301.89,6,0.05,7,0.95,True
A025381,D016921,Switch_Supplier,S010,C010,F011,,S010,F011,10000,2853.25,0,0.1074,17,0.8926,False
A025382,D016921,Use_Backup_Inventory,,C394,F011,R0816,W008,W009,3175,197.9,12,0.05,1,0.95,True
A025383,D016922,Reallocate_Inventory,,C303,F011,R0816,W008,W009,10000,522.52,6,0.05,1,0.95,True
A025384,D016923,Increase_Production,,,F011,,,,2070,98291.55,4,0.05,6,0.95,True
A025385,D016923,Reschedule_Production,,,F011,,,,1636,13105.54,4,0.05,6,0.95,True
